employeeId,firstName,lastName,managerId,fullName,email,department,region,location,type,inactiveIdentity,jobtitle,costcenter
1c2c3b4a,Florence,Johnston,1c2c3b,Florence.Johnston,Florence.Johnston@hrmsmail.com,Accounting,Asia-Pacific,Taipei,Employee,FALSE,,"R02e, L06e"
1c2c3b4b,Nathan,Banks,1c2c3b,Nathan.Banks,Nathan.Banks@hrmsmail.com,Accounting,Asia-Pacific,Taipei,Employee,FALSE,Tax Accountant,"R02e, L06e"
1c2c3b4e,Edna,Mccoy,1c2c3b,Edna.Mccoy,Edna.Mccoy@hrmsmail.com,Accounting,Asia-Pacific,Taipei,Employee,FALSE,Tax Accountant,"R02e, L06e"
1c2c3c4a,Manuel,Howell,1c2c3c,Manuel.Howell,Manuel.Howell@hrmsmail.com,Finance,Asia-Pacific,Taipei,Employee,FALSE,Financial Systems Analyst,"R02e, L06e"
1c2c3c4b,Tiffany,Alvarez,1c2c3c,Tiffany.Alvarez,Tiffany.Alvarez@hrmsmail.com,Finance,Asia-Pacific,Taipei,Employee,FALSE,Financial Systems Analyst,"R02e, L06e"
1c2c3c4e,Curtis,Fernandez,1c2c3c,Curtis.Fernandez,Curtis.Fernandez@hrmsmail.com,Finance,Asia-Pacific,Taipei,Employee,FALSE,Financial Systems Analyst,"R02e, L06e"
1c2c3d4a,Rosa,Garza,1c2c3d,Rosa.Garza,Rosa.Garza@hrmsmail.com,Finance,Asia-Pacific,Taipei,Employee,TRUE,Financial Systems Analyst,"R02e, L06e"
1c2c3d4b,Norman,Harvey,1c2c3d,Norman.Harvey,Norman.Harvey@hrmsmail.com,Finance,Asia-Pacific,Taipei,Employee,FALSE,Financial Systems Analyst,"R02e, L06e"
1c2c3d4e,Grace,Stanley,1c2c3d,Grace.Stanley,Grace.Stanley@hrmsmail.com,Finance3,Asia-Pacific,Taipei,Employee,FALSE,Financial Systems Analyst,"R02e, L06e"
1c2c3d4f,Pradip,Stanley,1c2c3d,Pradip.Stanley,Pradip.Stanley@hrmsmail.com,Finance3,Asia-Pacific,Taipei,Employee,FALSE,Financial Systems Analyst,"R02e, L06e"
1d2a3b4c,Alice,Becker,1c2c3d,Alice.Becker,Alice.Becker@hrmsmail.com,Information Technology,Asia-Pacific,Taipei,Employee,TRUE,Support Systems Analyst,"R02e,L06e"
1d2a3b4d,Jose,Fernandez,1d2a3b4e,Jose.Fernandez,Jose.Fernandez@hrmsmail.com,Finance,Asia-Pacific,Taipei,Employee,TRUE,Financial Systems Analyst,"R02e ,L06e"
1d2a3b4h,Carol,Marti,1d2a3b4e,Carol.Marti,Carol@hrmsmail.com,Finance,Asia-Pacific,Taipei,Employee,TRUE,Financial Systems Analyst,"R02e ,L06e"
1d2a3b4e,Rakesh,Vadnala,1a,rakeshvadnala,rakesh@rnstech.com,Information Technology,Asia-Pacific,India,Employee,FALSE,IAM Intern,"R03, L07, L08, L09"
1d2a3b4f,Aravind,Naik,1d2a3b4e,Aravind.Naik,aravind@hrmsmail.com,Accounting,Asia-Pacific,India,Employee,FALSE,Senior Payroll Analyst,"R01e, L03e"
1d2a3b4g,Caroline,Martin,1d2a3b4e,Caroline.Martin,Caroline.Martin@hrmsmail.com,Finance,Asia-Pacific,Taipei,Employee,TRUE,Financial Systems Analyst,"R02e ,L06e"
1b2b2c,Sandeep,Kumar,1d2a3b4e,Saneep.Kumar,sandeep@hrmsmail.com,IAM,Asia-Pacific,India,Employee,FALSE,IAM Intern,"R01,R02"
1b2b2d,Aravind,Az,1d2a3b4e,Aravind.Az,Aravind.az@hrmsmail.com,Information Technology,Asia-Pacific,India,Employee,FALSE,IAM Intern,"R01,R02"
1b2b2e,Naveen,Reddy,1d2a3b4e,Naveen.Reddy,Naveen@hrmsmail.com,Information Technology,Asia-Pacific,India,Employee,FALSE,IAM Intern,"R01,R02"
1b2b2f,Naveen,Kumar,1d2a3b4e,Naveen.Kumar,NaveenK@hrmsmail.com,Information Technology,Asia-Pacific,India,Employee,FALSE,IAM Intern,"R01,R02"
1b2b2g,Recruitment,Head,1d2a3b4e,RecruitmentHead,rhead@hrmsmail.com,Information Technology,Asia-Pacific,India,Employee,FALSE,IAM Intern,"R01,R03"
1b2b2h,SOC,User,1d2a3b4e,SOCUser,soc@hrmsmail.com,Information Technology,Asia-Pacific,India,Employee,FALSE,IAM Intern,"R01,R04"
1b2b2i,HR,User1,1d2a3b4e,HRUser1,HRUser1@hrmsmail.com,Information Technology,Asia-Pacific,India,Employee,FALSE,IAM Intern,"R01,R05"
1b2b2j,HR,User2,1d2a3b4e,HRUser2,HRUser2@hrmsmail.com,Information Technology,Asia-Pacific,India,Employee,FALSE,IAM Intern,"R01,R06"
1b2b2k,GS,Manager,1d2a3b4e,GSManager,gsmanager@hrmsmail.com,Information Technology,Asia-Pacific,India,Employee,FALSE,IAM Intern,"R01,R07"
